ACT1,Activity,[NN-VB-NN]
ACT2,Activity,[]
ACT3,Activity,[]
ACT4,Activity,[]
ACT5,Activity,[]
ACT6,Activity,[]
ACT7,Activity,[]
ACT8,Activity,[]
EVT1,Event   ,[]
EVT2,Event   ,[]
EVT3,Event   ,[]
EVT4,Event   ,[]
EVT5,Event   ,[]
EVT6,Event   ,[]
EVT7,Event   ,[]
EVT8,Event   ,[]
